GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
2B51F480,'[IFRS+ Financials.xlsx]Directors'!$D$140,To my knowledge I had no interest in any contracts entered into during the year under review.,"'=""To""&Director_my_our&"" knowledge ""&Director_nointerest&"" contracts entered into during the ""&Period_Year&"" under review.""",Na my wete het ek geen belang gehad by enige kontrakte wat gedurende die hersiene jaar aangegaan is nie.,"'=""Na""&Director_my_our&"" wete het ek geen belang gehad by enige kontrakte wat gedurende die hersiene jaar aangegaan is nie."""
3DF302A0,'[IFRS+ Financials.xlsx]Directors'!$D$142,Reclassification adjustment,,Herverdelingsaanpassing,"'=""Herverdelingsaanpassing"""
7FB55855,'[IFRS+ Financials.xlsx]Directors'!$D$144,[Insert details],,[Voeg besonderhede in],'[Voeg besonderhede in]
3D886445,'[IFRS+ Financials.xlsx]Directors'!$D$146,Authorised and issued share capital,,Gemagtigde en uitgereikte aandelekapitaal,"'""Gemagtigde en uitgereikte aandelekapitaal""'"
C140D59C,'[IFRS+ Financials.xlsx]Directors'!$D$148,No changes were approved or made to the authorised or issued share capital of the company during the year under review.,"'=""No changes were approved or made to the authorised or issued share capital of the ""&EntityDescriptionCase&"" during the ""&Period_Year&"" under review.""",Geen veranderinge is gedurende die jaar onder oorsig goedgekeur of aangebring aan die gemagtigde of uitgereikte aandelekapitaal van die maatskappy nie.,"'=""Geen veranderinge is gedurende die jaar onder oorsig goedgekeur of aangebring aan die gemagtigde of uitgereikte aandelekapitaal van die ""&EntityDescriptionCase&"" nie."""
2B650442,'[IFRS+ Financials.xlsx]Directors'!$D$150,"During the current financial year X shares were converted into ordinary shares, on a (one for one) basis at an average of RX per share.","'=""During the current financial ""&Period_Year&"" X shares were converted into ordinary shares, on a (one for one) basis at an average of ""&CurrencySymbolRoundingBrackets&""X per share.""",Gedurende die huidige finansiële jaar is X aandele na gewone aandele omgeskakel op ’n een-vir-een basis teen ’n gemiddelde van RX per aandeel.,"'=""Gedurende die huidige finansiële jaar ""&Period_Year&"" is X aandele na gewone aandele omgeskakel op ’n een-vir-een basis teen ’n gemiddelde van ""&CurrencySymbolRoundingBrackets&""X per aandeel."""
BD1AA970,'[IFRS+ Financials.xlsx]Directors'!$D$152,"As a result of the above issues and conversions, share premium of RX was raised.","'=""As a result of the above issues and conversions, share premium of ""&CurrencySymbolRoundingBrackets&""X was raised.""",As gevolg van bogenoemde kwessies en omskakelings is die aandelepremie van RX verhoog.,"'=""As gevolg van bogenoemde kwessies en omskakelings is die aandelepremie van ""&CurrencySymbolRoundingBrackets&""X verhoog."""
AEC303DD,'[IFRS+ Financials.xlsx]Directors'!$D$154,"The shares were subscribed for by utilising the convertible instruments which was issued in the prior financial. These instruments amounted to RX, the balance at year end amounted to RX.","'=""The shares were subscribed for by utilising the convertible instruments which was issued in the prior financial. These instruments amounted to ""&CurrencySymbolRoundingBrackets&""X, the balance at ""&Period_Year&"" end amounted to ""&CurrencySymbolRoundingBrackets&""X.""","Die aandele is ingeteken deur gebruik te maak van die omskepbare instrumente wat in die vorige finansiële jaar uitgereik is. Hierdie instrumente het beloop tot RX, en die saldo aan die einde van die jaar het beloop tot RX.","'=""Die aandele is ingeteken deur gebruik te maak van die omskepbare instrumente wat in die vorige finansiële jaar uitgereik is. Hierdie instrumente het beloop tot ""&CurrencySymbolRoundingBrackets&""X, en die saldo aan die einde van die jaar het beloop tot ""&CurrencySymbolRoundingBrackets&""X."""
FDF8A53C,'[IFRS+ Financials.xlsx]Directors'!$D$156,"During the year under review, the company issued 100 ordinary shares at R X per share.","'=""During the ""&Period_Year&"" under review, the ""&EntityDescriptionCase&"" issued 100 ordinary shares at R X per share.""",Gedurende die jaar onder oorsig het die maatskappy 100 gewone aandele teen R X per aandeel uitgereik.,"'=""Gedurende die ""&Period_Year&"" onder oorsig het die ""&EntityDescriptionCase&"" 100 gewone aandele teen R X per aandeel uitgereik."""
6FA67071,'[IFRS+ Financials.xlsx]Directors'!$D$158,Borrowing limitations,,Leningsbeperkings,"'""Leningsbeperkings""'"
B122FF3E,'[IFRS+ Financials.xlsx]Directors'!$D$160,"In terms of the Memorandum of Incorporation of the company, the director may exercise all the powers of the company to borrow money, as they consider appropriate.","'=""In terms of the Memorandum of Incorporation of the ""&EntityDescriptionCase&"", the ""&LOWER(Director_board)&"" may exercise all the powers of the ""&EntityDescriptionCase&"" to borrow money, as ""&DGender_they&DGender_consider_s&"" appropriate.""","Ingevolge die Maatskappy se Akte van Oprigting mag die direkteur al die bevoegdhede van die maatskappy aanwend om geld te leen, soos hy dit goedvind.","'=""Ingevolge die ""&EntityDescriptionCase&"" se Akte van Oprigting mag die ""&LOWER(Director_board)&"" al die bevoegdhede van die ""&EntityDescriptionCase&"" aanwend om geld te leen, soos ""&DGender_they&DGender_consider_s&"" goedvind."""
7B41D1CB,'[IFRS+ Financials.xlsx]Directors'!$D$162,Dividend,'=DistributionNaming,Dividend,'=DistributionNaming
EF019D24,'[IFRS+ Financials.xlsx]Directors'!$D$164,No dividend was declared or paid to the shareholder during the current or prior year.,"'=""No ""&LOWER(DistributionNaming)&"" ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" ""&IF(EntityType=""Trust"",""awarded to "",""declared or paid to "")&""the ""&LOWER(Owner)&"" during the current or prior ""&Period_Year&"".""",Geen dividend is gedurende die huidige of vorige jaar aan die aandeelhouer verklaar of betaal nie.,"'=""Geen ""&LOWER(DistributionNaming)&"" is gedurende die ""&IF(EntityType=""Trust"",""benoemde "",""huidige of vorige "")&""jaar aan die ""&LOWER(Owner)&IF(EntityType=""Trust"",""toegeken "","" verklaar of betaal "")&""nie."""
9B079100,'[IFRS+ Financials.xlsx]Directors'!$D$166,A dividend of R0 was declared and paid to the shareholder during the year (2024 - R0).,"'=IF(RIGHT(DistributionNaming,1)=""s"",DistributionNaming,""A ""&LOWER(DistributionNaming))&"" of ""&CurrencySymbolRoundingBrackets&TEXT(SUMIF(TBLink,""d.???.???"",Final),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" declared and paid to ""&""the ""&LOWER(Owner)&"" during the ""&Period_Year&"" (""&Prior1YearEndDate_Calc3&"" - ""&CurrencySymbolRoundingBrackets&TEXT(SUMIF(TBLink,""d.???.???"",Prior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"").""",’n Dividend van R0 is gedurende die jaar aan die aandeelhouer verklaar en uitbetaal (2024 - R0).,"'=IF(RIGHT(DistributionNaming,1)=""s"",DistributionNaming,""’n ""&LOWER(DistributionNaming))&"" van ""&CurrencySymbolRoundingBrackets&TEXT(SUMIF(TBLink,""d.???.???"",Final),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" ""&IF(RIGHT(DistributionNaming,1)=""s"",""is"",""is"")&"" gedurende die jaar aan die ""&LOWER(Owner)&"" verklaar en uitbetaal (""&Period_Year&"" (""&Prior1YearEndDate_Calc3&"" - ""&CurrencySymbolRoundingBrackets&TEXT(SUMIF(TBLink,""d.???.???"",Prior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")."""
D95BB4AC,'[IFRS+ Financials.xlsx]Directors'!$D$168,A dividend payable of RX was still due to the shareholder at the end of the year (2024 - RX).,"'=IF(RIGHT(DistributionNaming,1)=""s"",DistributionNaming,""A ""&LOWER(DistributionNaming))&"" payable of ""&CurrencySymbolRoundingBrackets&""X ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" still due to ""&""the ""&LOWER(Owner)&"" at the end of the ""&Period_Year&"" (""&Prior1YearEndDate_Calc3&"" - ""&CurrencySymbolRoundingBrackets&""X).""",’n Dividend betaalbaar van RX was steeds aan die aandeelhouer verskuldig aan die einde van die jaar (2024 - RX).,"'=IF(RIGHT(DistributionNaming,1)=""s"",DistributionNaming,""’n ""&LOWER(DistributionNaming))&"" betaalbaar van ""&CurrencySymbolRoundingBrackets&""X ""&IF(RIGHT(DistributionNaming,1)=""s"",""was"",""steeds"")&"" aan die ""&LOWER(Owner)&"" verskuldig aan die einde van die jaar ""&Period_Year&"" (""&Prior1YearEndDate_Calc3&"" - ""&CurrencySymbolRoundingBrackets&""X)."""
D67C3634,'[IFRS+ Financials.xlsx]Directors'!$D$170,Dividend of R0 (2024: R0) was paid to the shareholder.,"'=DistributionNaming&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(SUMIF(TBLink,""d.0??.???"",Final),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" (""&Prior1YearEndDate_Calc3&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(SUMIF(TBLink,""d.0??.???"",Prior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"") ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" paid to ""&""the ""&LOWER(Owner)&"".""",Dividend van R0 (2024: R0) is aan die aandeelhouer betaal.,"'=DistributionNaming&"" van ""&CurrencySymbolRoundingBrackets&""""&TEXT(SUMIF(TBLink,""d.0??.???"",Final),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" (""&Prior1YearEndDate_Calc3&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(SUMIF(TBLink,""d.0??.???"",Prior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"") ""&IF(RIGHT(DistributionNaming,1)=""s"",""is"",""is"")&"" aan die ""&LOWER(Owner)&"" betaal."""
1FF631DB,'[IFRS+ Financials.xlsx]Directors'!$D$172,"Provide details of any amount set aside or proposed to be set aside to, or withdrawn or proposed to be withdrawn from, reserves,",,"Verskaf besonderhede van enige bedrag wat afgesonder is of voorgestel word om af te sonder aan, of onttrek is of voorgestel word om te onttrek uit, reserwes,","'=""Verskaf besonderhede van enige bedrag wat afgesonder is of voorgestel word om af te sonder aan, of onttrek is of voorgestel word om te onttrek uit, reserwes,"""
6D69E84A,'[IFRS+ Financials.xlsx]Directors'!$D$174,"Disclose the fair value of any non-cash assets that have been distributed to its owners during the reporting period, except when the non-cash assets are ultimately controlled by the same parties both before and after the distribution.",,"Openbaar die billike waarde van enige nie-kontantbates wat tydens die verslagdoeningsperiode aan die eienaars versprei is, behalwe wanneer die nie-kontantbates uiteindelik deur dieselfde partye beheer word, beide voor en ná die verspreiding.","'=""Openbaar die billike waarde van enige nie-kontantbates wat tydens die verslagdoeningsperiode aan die eienaars versprei is, behalwe wanneer die nie-kontantbates uiteindelik deur dieselfde partye beheer word, beide voor en ná die verspreiding."""
1AAEB102,'[IFRS+ Financials.xlsx]Directors'!$D$176,Director,'=Director_board,Direkteur,'=Director_board
2E1CA3E6,'[IFRS+ Financials.xlsx]Directors'!$D$178,The director of the company during the year and up to the date of this report is as follows:,"'=""The ""&LOWER(Director_board)&"" of the ""&EntityDescriptionCase&"" during the ""&Period_Year&"" and up to the date of this report""&Director_is_are&"" as follows:""",Die direkteur van die maatskappy gedurende die jaar en tot op die datum van hierdie verslag is soos volg:,"'=""Die ""&LOWER(Director_board)&"" van die ""&EntityDescriptionCase&"" gedurende die ""&Period_Year&"" en tot op die datum van hierdie verslag""&Director_is_are&"" is soos volg:"""
C3EFED32,'[IFRS+ Financials.xlsx]Directors'!$D$179,,"'=IF(Director1<>"""", ((Director1)), """")&IF(VALUE(Director1DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director1DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director1DateResigned>0,""  (Resigned ""&TEXT(Director1DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director1<>"""", ((Director1)), """")&IF(VALUE(Director1DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director1DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director1DateResigned>0,""  (Bedank ""&TEXT(Director1DateResigned,""d mmmm yyyy"")&"")"","""")"
E5A8E1C0,'[IFRS+ Financials.xlsx]Directors'!$D$180,,"'=IF(Director2<>"""", ((Director2)), """")&IF(VALUE(Director2DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director2DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director2DateResigned>0,""  (Resigned ""&TEXT(Director2DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director2<>"""", ((Director2)), """")&IF(VALUE(Director2DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director2DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director2DateResigned>0,""  (Bedank ""&TEXT(Director2DateResigned,""d mmmm yyyy"")&"")"","""")"
D6A6ED0F,'[IFRS+ Financials.xlsx]Directors'!$D$181,,"'=IF(Director3<>"""", ((Director3)), """")&IF(VALUE(Director3DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director3DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director3DateResigned>0,""  (Resigned ""&TEXT(Director3DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director3<>"""", ((Director3)), """")&IF(VALUE(Director3DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director3DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director3DateResigned>0,""  (Bedank ""&TEXT(Director3DateResigned,""d mmmm yyyy"")&"")"","""")"
ACD1BEBC,'[IFRS+ Financials.xlsx]Directors'!$D$182,,"'=IF(Director4<>"""", ((Director4)), """")&IF(VALUE(Director4DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director4DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director4DateResigned>0,""  (Resigned ""&TEXT(Director4DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director4<>"""", ((Director4)), """")&IF(VALUE(Director4DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director4DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director4DateResigned>0,""  (Bedank ""&TEXT(Director4DateResigned,""d mmmm yyyy"")&"")"","""")"
C95F586A,'[IFRS+ Financials.xlsx]Directors'!$D$183,,"'=IF(Director5<>"""", ((Director5)), """")&IF(VALUE(Director5DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director5DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director5DateResigned>0,""  (Resigned ""&TEXT(Director5DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director5<>"""", ((Director5)), """")&IF(VALUE(Director5DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director5DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director5DateResigned>0,""  (Bedank ""&TEXT(Director5DateResigned,""d mmmm yyyy"")&"")"","""")"
B5D04119,'[IFRS+ Financials.xlsx]Directors'!$D$184,,"'=IF(Director6<>"""", ((Director6)), """")&IF(VALUE(Director6DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director6DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director6DateResigned>0,""  (Resigned ""&TEXT(Director6DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director6<>"""", ((Director6)), """")&IF(VALUE(Director6DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director6DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director6DateResigned>0,""  (Bedank ""&TEXT(Director6DateResigned,""d mmmm yyyy"")&"")"","""")"
3BE5D733,'[IFRS+ Financials.xlsx]Directors'!$D$185,,"'=IF(Director7<>"""", ((Director7)), """")&IF(VALUE(Director7DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director7DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director7DateResigned>0,""  (Resigned ""&TEXT(Director7DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director7<>"""", ((Director7)), """")&IF(VALUE(Director7DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director7DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director7DateResigned>0,""  (Bedank ""&TEXT(Director7DateResigned,""d mmmm yyyy"")&"")"","""")"
F2508714,'[IFRS+ Financials.xlsx]Directors'!$D$186,,"'=IF(Director8<>"""", ((Director8)), """")&IF(VALUE(Director8DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director8DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director8DateResigned>0,""  (Resigned ""&TEXT(Director8DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director8<>"""", ((Director8)), """")&IF(VALUE(Director8DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director8DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director8DateResigned>0,""  (Bedank ""&TEXT(Director8DateResigned,""d mmmm yyyy"")&"")"","""")"
8DE6567D,'[IFRS+ Financials.xlsx]Directors'!$D$187,,"'=IF(Director9<>"""", ((Director9)), """")&IF(VALUE(Director9DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director9DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director9DateResigned>0,""  (Resigned ""&TEXT(Director9DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director9<>"""", ((Director9)), """")&IF(VALUE(Director9DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director9DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director9DateResigned>0,""  (Bedank ""&TEXT(Director9DateResigned,""d mmmm yyyy"")&"")"","""")"
8B9BB276,'[IFRS+ Financials.xlsx]Directors'!$D$188,,"'=IF(Director10<>"""", ((Director10)), """")&IF(VALUE(Director10DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director10DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director10DateResigned>0,""  (Resigned ""&TEXT(Director10DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director10<>"""", ((Director10)), """")&IF(VALUE(Director10DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director10DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director10DateResigned>0,""  (Bedank ""&TEXT(Director10DateResigned,""d mmmm yyyy"")&"")"","""")"
CB18CC6F,'[IFRS+ Financials.xlsx]Directors'!$D$189,,"'=IF(Director11<>"""", ((Director11)), """")&IF(VALUE(Director11DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director11DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director11DateResigned>0,""  (Resigned ""&TEXT(Director11DateResigned,""d mmmm yyyy"")&"")"","""")",nie van toepassing nie,"'=IF(Director11<>"""", ((Director11)), """")&IF(VALUE(Director11DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director11DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director11DateResigned>0,""  (Bedank ""&TEXT(Director11DateResigned,""d mmmm yyyy"")&"")"","""")"
BA610FBC,'[IFRS+ Financials.xlsx]Directors'!$D$190,,"'=IF(Director12<>"""", ((Director12)), """")&IF(VALUE(Director12DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director12DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director12DateResigned>0,""  (Resigned ""&TEXT(Director12DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director12<>"""", ((Director12)), """")&IF(VALUE(Director12DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director12DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director12DateResigned>0,""  (Bedank ""&TEXT(Director12DateResigned,""d mmmm yyyy"")&"")"","""")"
D61F6FA0,'[IFRS+ Financials.xlsx]Directors'!$D$191,,"'=IF(Director13<>"""", ((Director13)), """")&IF(VALUE(Director13DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director13DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director13DateResigned>0,""  (Resigned ""&TEXT(Director13DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director13<>"""", ((Director13)), """")&IF(VALUE(Director13DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director13DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director13DateResigned>0,""  (Bedank ""&TEXT(Director13DateResigned,""d mmmm yyyy"")&"")"","""")"
E6414C22,'[IFRS+ Financials.xlsx]Directors'!$D$192,,"'=IF(Director14<>"""", ((Director14)), """")&IF(VALUE(Director14DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director14DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director14DateResigned>0,""  (Resigned ""&TEXT(Director14DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director14<>"""", ((Director14)), """")&IF(VALUE(Director14DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director14DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director14DateResigned>0,""  (Bedank ""&TEXT(Director14DateResigned,""d mmmm yyyy"")&"")"","""")"
C6C78495,'[IFRS+ Financials.xlsx]Directors'!$D$193,,"'=IF(Director15<>"""", ((Director15)), """")&IF(VALUE(Director15DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director15DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director15DateResigned>0,""  (Resigned ""&TEXT(Director15DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director15<>"""", ((Director15)), """")&IF(VALUE(Director15DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director15DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director15DateResigned>0,""  (Bedank ""&TEXT(Director15DateResigned,""d mmmm yyyy"")&"")"","""")"
FF9C0A82,'[IFRS+ Financials.xlsx]Directors'!$D$194,,"'=IF(Director16<>"""", ((Director16)), """")&IF(VALUE(Director16DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director16DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director16DateResigned>0,""  (Resigned ""&TEXT(Director16DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director16<>"""", ((Director16)), """")&IF(VALUE(Director16DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director16DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director16DateResigned>0,""  (Bedank ""&TEXT(Director16DateResigned,""d mmmm yyyy"")&"")"","""")"
DB0B4B8F,'[IFRS+ Financials.xlsx]Directors'!$D$195,,"'=IF(Director17<>"""", ((Director17)), """")&IF(VALUE(Director17DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director17DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director17DateResigned>0,""  (Resigned ""&TEXT(Director17DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director17<>"""", ((Director17)), """")&IF(VALUE(Director17DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director17DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director17DateResigned>0,""  (Bedank ""&TEXT(Director17DateResigned,""d mmmm yyyy"")&"")"","""")"
C892DAC0,'[IFRS+ Financials.xlsx]Directors'!$D$196,,"'=IF(Director18<>"""", ((Director18)), """")&IF(VALUE(Director18DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director18DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director18DateResigned>0,""  (Resigned ""&TEXT(Director18DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director18<>"""", ((Director18)), """")&IF(VALUE(Director18DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director18DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director18DateResigned>0,""  (Bedank ""&TEXT(Director18DateResigned,""d mmmm yyyy"")&"")"","""")"
5E2E9CF9,'[IFRS+ Financials.xlsx]Directors'!$D$197,,"'=IF(Director19<>"""", ((Director19)), """")&IF(VALUE(Director19DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director19DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director19DateResigned>0,""  (Resigned ""&TEXT(Director19DateResigned,""d mmmm yyyy"")&"")"","""")",nan,"'=IF(Director19<>"""", ((Director19)), """")&IF(VALUE(Director19DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director19DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director19DateResigned>0,""  (Bedank ""&TEXT(Director19DateResigned,""d mmmm yyyy"")&"")"","""")"
F783E37B,'[IFRS+ Financials.xlsx]Directors'!$D$198,,"'=IF(Director20<>"""", ((Director20)), """")&IF(VALUE(Director20DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director20DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director20DateResigned>0,""  (Resigned ""&TEXT(Director20DateResigned,""d mmmm yyyy"")&"")"","""")",Nvt,"'=IF(Director20<>"""", ((Director20)), """")&IF(VALUE(Director20DateAppointed)>VALUE(PriorYearEndDate),""  (Aangestel ""&TEXT(Director20DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director20DateResigned>0,""  (Bedank ""&TEXT(Director20DateResigned,""d mmmm yyyy"")&"")"","""")"
D34150A7,'[IFRS+ Financials.xlsx]Directors'!$D$200,Social and ethics committee,,Maatskaplike en etiese komitee,"'""Maatskaplike en etiese komitee""'"
7E3436B8,'[IFRS+ Financials.xlsx]Directors'!$D$202,"In line with the requirements of the Companies Act of South Africa, IFRS+AFRIKAANS has appointed a social and ethics committee who have presented their report at the Annual General Meeting. The members of the committee are:","'=""In line with the requirements of the Companies Act of South Africa, ""&CompanyName&"" has appointed a social and ethics committee who have ""&""presented their report at the Annual General Meeting. The members of the committee are:""",In ooreenstemming met die vereistes van die Maatskappywet van Suid-Afrika het IFRS+AFRIKAANS 'n sosiale- en etiekkomitee aangestel wat hul verslag tydens die Jaarlikse Algemene Vergadering voorgelê het. Die lede van die komitee is:,"'=""In ooreenstemming met die vereistes van die Maatskappywet van Suid-Afrika het ""&CompanyName&"" 'n sosiale- en etiekkomitee aangestel wat hul verslag tydens die Jaarlikse Algemene Vergadering voorgelê het. Die lede van die komitee is:"""
5FCD59F8,'[IFRS+ Financials.xlsx]Directors'!$D$204,Name,,Naam,"'""Naam"""
4FB1842A,'[IFRS+ Financials.xlsx]Directors'!$D$212,Secretary,,Sekretaris,"'""Sekretaris""'"
4CC41588,'[IFRS+ Financials.xlsx]Directors'!$D$214,No secretary has been formally appointed during the current financial year.,"'=IF(Secretaries="""",""No secretary has been formally appointed during the current financial ""&Period_Year&""."",""The ""&GroupEntityCaseAp&"" designated secretary is ""& Secretaries &""."")",Geen sekretaris is formeel gedurende die huidige finansiële jaar aangestel nie.,"'=IF(Secretaries="""",""Geen sekretaris is formeel gedurende die huidige finansiële jaar aangestel nie."",""Die ""&GroupEntityCaseAp&"" aangewese sekretaris is ""& Secretaries &""."")"
A59F65DE,'[IFRS+ Financials.xlsx]Directors'!$D$216,Details of the company secretary is as follows:,,Besonderhede van die maatskappysekretaris is soos volg:,"'=""Besonderhede van die maatskappysekretaris is soos volg:"""
