Type,Valid,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans,GUID,Sheet,Column
B9AADEE23,0,Increase (decrease) through changes in ownership interests in subsidiaries that do not result in loss of control,Increase (decrease) through changes in ownership interests in subsidiaries that do not result in loss of control,,Verhoog (verlaag) deur veranderinge in eiendomsbelange in filiale wat nie tot verlies van beheer lei nie.,B9AADEE2,Notes3,3
F31BFC003,0,Increase through adjustments arising from passage of time,Increase through adjustments arising from passage of time,,Verhoog deur aanpassings wat voortspruit uit die verloop van tyd.,F31BFC00,Notes2,3
7A021CD44,0,"increase the income tax liability by C120 and the deferred tax liability by C230, if unfavourable; or","increase the income tax liability by C120 and the deferred tax liability by C230, if unfavourable; or",,"verhoog die inkomstebelastinglas met C120 en die uitgestelde belastinglas met C230, indien ongunstig; of",7A021CD4,AccPolicies,4
2E9C1BDC3,0,Ratio analysis,Ratio analysis,,Verhoudingsanalise,2E9C1BDC,Index,3
DFBDC6433,0,Statement 1,Statement 1,,Verklaring 1,DFBDC643,Notes4,3
4E46C13D3,0,Statement 2,Statement 2,,Verklaring 2,4E46C13D,Notes4,3
A62BCC6C3,0,Statement 3,Statement 3,,Verklaring 3,A62BCC6C,Notes4,3
7EC7D3073,0,Statement of financial position,Statement of financial position,,Verklaring van finansiële posisie,7EC7D307,Status,3
9E1CCEA03,0,Statement of cash flows,Statement of cash flows,,Verklaring van kontantvloei,9E1CCEA0,Status,3
BE3EDDB93,0,Statement of Net Investment,Statement of Net Investment,,Verklaring van Netto Belegging,BE3EDDB9,Notes2,3
3BC50EF93,0,Sale and leaseback transactions,Sale and leaseback transactions,,Verkoop en terugleasetransaksies,3BC50EF9,AccPolicies,3
A77488333,0,Disposal of subsidiary,Disposal of subsidiary,,Verkoop van filiaal,A7748833,Notes,3
F6FD6E423,0,Sale of goods,Sale of goods,,Verkoop van goedere,F6FD6E42,Notes3,3
2DAE1F093,0,Sales (Turnover),Sales (Turnover),,Verkope (Omskakeling),2DAE1F09,ITR14,3
D4254C573,0,Disposals of investment property,Disposals of investment property,,Verkope van beleggingseiendom,D4254C57,SoCE,3
A49986C83,0,Sales of property and other assets,Sales of property and other assets,,Verkope van eiendom en ander bates.,A49986C8,Notes3,3
5D48F3C63,0,Disposal of subsidiaries,Disposal of subsidiaries,,Verkoping van filiale,5D48F3C6,Notes3,3
2F64CBE93,0,Acquisition of subsidiary,Acquisition of subsidiary,,Verkryging van filiaal,2F64CBE9,Notes,3
1BE606583,0,Acquisitions through business combinations,Acquisitions through business combinations,,Verkrygings deur besigheidskombinasies,1BE60658,Notes,3
9D2812523,0,Acquisitions through internal development,Acquisitions through internal development,,Verkrygings deur interne ontwikkeling.,9D281252,Notes,3
FA5972EE3,0,Acquired computer software licences are capitalised on the basis of the costs incurred to acquire and bring to use the specific software. These costs are amortised over their estimated useful lives of three to five years.,Acquired computer software licences are capitalised on the basis of the costs incurred to acquire and bring to use the specific software. These costs are amortised over their estimated useful lives of three to five years.,,Verkrygte rekenaarprogramlisensies word gekapitaliseer op grond van die koste wat aangegaan is om die spesifieke sagteware te bekom en in gebruik te neem. Hierdie koste word afgeskryf oor hul beraamde bruikbare lewensduur van drie tot vyf jaar.,FA5972EE,AccPolicies,3
AA6E820F3,0,Decrease through classified as held for sale,Decrease through classified as held for sale,,Verlaag deur geklassifiseer as te koop aangehou.,AA6E820F,Notes,3
0B648D8B3,0,Decrease due to harvest,Decrease due to harvest,,Verlaging as gevolg van oes,0B648D8B,Notes,3
1B8010D33,0,Granted during the period,Granted during the period,,Verleen gedurende die tydperk.,1B8010D3,Notes3,3
A69E723C3,0,Impairment loss and reversal through capital fund,Impairment loss and reversal through capital fund,,Verlies aan waardevermindering en herstel deur kapitaalfonds,A69E723C,Notes,3
2EE58EC23,0,Loss allowance i.r.o. impairments (s11(jA)),Loss allowance i.r.o. impairments (s11(jA)),,Verliesvoorsiening i.v.m. verswakking (s11(jA)),2EE58EC2,ITR14,3
1C5112623,0,Loss allowance i.r.o. impaired debt (s11(jA)),Loss allowance i.r.o. impaired debt (s11(jA)),,Verliesvoorsiening met betrekking tot verswakte skuld (artikel 11(jA)),1C511262,ITR14,3
7E97D2FD3,0,Leave pay provision,Leave pay provision,,Verlof betalingsbepaling,7E97D2FD,Notes3,3
5D247DC33,0,Leave accrual,Leave accrual,,Verlofaansameling,5D247DC3,Notes2,3
1F8116C43,0,Redeemable preference shares,Redeemable preference shares,,Verlosbare voorkeuraandele,1F8116C4,Notes2,3
5A6D939B3,0,Redemption allowance (mining operations) (s15(a)),Redemption allowance (mining operations) (s15(a)),,Verlossingsvergoeding (mynbedrywighede) (s15(a)),5A6D939B,ITR14,3
EF59362E3,0,Entertainment,Entertainment,,Vermaak,EF59362E,TaxCalc,3
AEDAAF434,0,"decrease the income tax liability by C110 and the deferred tax liability by C215, if favourable.","decrease the income tax liability by C110 and the deferred tax liability by C215, if favourable.",,"Verminder die inkomstebelastingverpligting met C110 en die uitgestelde belastingverpligting met C215, indien voordelig.",AEDAAF43,AccPolicies,4
8D1E66C23,0,Decrease through transfer to liabilities included in disposal groups classified as held for sale,Decrease through transfer to liabilities included in disposal groups classified as held for sale,,Vermindering deur oordrag na verpligtinge wat ingesluit is in verkoopgroeperings wat geklassifiseer is as aangehou vir verkoop.,8D1E66C2,Notes2,3
D87CD9533,0,Decrease through loss of control of subsidiary,Decrease through loss of control of subsidiary,,Vermindering deur verlies van beheer oor filiaal.,D87CD953,Notes,3
6C6F3C443,0,Impairment of assets,Impairment of assets,,Vermindering van bates,6C6F3C44,AccPolicies,3
E2A874293,0,Reduction of Debt (s19),Reduction of Debt (s19),,Vermindering van Skuld (s19),E2A87429,ITR14,3
1C5082FA3,0,Disposals of intangible assets,Disposals of intangible assets,,Vernietiging van immateriële bates,1C5082FA,SoCE,3
DB9EECD13,0,Liabilities,Liabilities,,Verpligtinge,DB9EECD1,SoFP,3
B45079FF3,0,Liabilities incurred,Liabilities incurred,,Verpligtinge aangegaan,B45079FF,Notes3,3
D6BCB8B03,0,Liabilities derecognised,Liabilities derecognised,,Verpligtinge geïgnoreer,D6BCB8B0,Notes3,3
7BC7C4C13,0,Liabilities included in disposal groups classified as held for sale,Liabilities included in disposal groups classified as held for sale,,Verpligtinge ingesluit in verkoopgroepe wat geklassifiseer is as aangehou vir verkoop.,7BC7C4C1,Notes3,3
ED7C6B633,0,Commitments to receive a loan that meet the conditions in paragraph 11.8(c) are measured at cost less impairment.,Commitments to receive a loan that meet the conditions in paragraph 11.8(c) are measured at cost less impairment.,,Verpligtinge om 'n lening te ontvang wat voldoen aan die voorwaardes in paragraaf 11.8(c) word gemeet teen koste verminder met agteruitgang.,ED7C6B63,AccPolicies,3
5E0EBAAE3,0,Commitments made by entity,Commitments made by entity,,Verpligtinge wat deur die entiteit gemaak is.,5E0EBAAE,Notes3,3
2EFA34423,0,Commitments made on behalf of entity,Commitments made on behalf of entity,,Verpligtinge wat namens die entiteit gemaak is.,2EFA3442,Notes3,3
2BB32E2C3,0,Commitments related to joint ventures,Commitments related to joint ventures,,Verpligtinge wat verband hou met gesamentlike ondernemings,2BB32E2C,Notes,3
0C57AABA3,0,Liabilities arising from share-based payments,Liabilities arising from share-based payments,,Verpligtinge wat voortspruit uit aandele-gebaseerde betalings,0C57AABA,Notes3,3
C9FB617E3,0,Accumulated capital reserves,Accumulated capital reserves,,Versamelde kapitale reserwes,C9FB617E,Notes2,3
F725A4AC3,0,Accumulated allowance for uncollectible minimum lease payments receivable,Accumulated allowance for uncollectible minimum lease payments receivable,,Versamelde toelaag vir oninvorderbare minimum huur betalings wat nog ontvang moet word.,F725A4AC,Notes,3
9CD236EC3,0,"Ensure that either the basis for opinion, basis for qualified opinion, basis for adverse opinion or the basis for disclaimer of opinion is selected below, and that not more than one is selected.","Ensure that either the basis for opinion, basis for qualified opinion, basis for adverse opinion or the basis for disclaimer of opinion is selected below, and that not more than one is selected.",,"Verseker dat óf die grondslag vir mening, grondslag vir gekwalifiseerde mening, grondslag vir negatiewe mening of die grondslag vir disklaimer van mening hieronder gekies word, en dat nie meer as een gekies word nie.",9CD236EC,ReportAudit,3
B172558C3,0,Sum insured,Sum insured,,Versekerde bedrag,B172558C,Notes3,3
BB3BE3603,0,Insurer 2,Insurer 2,,Versekerer 2,BB3BE360,Notes3,3
9E197E6E3,0,Insurance (excluding s37A payments),Insurance (excluding s37A payments),,Versekering (uitsluitend s37A-betalings),9E197E6E,ITR14,3
A0A3273A3,0,Securities provided,Securities provided,,Versekerings voorsien,A0A3273A,Notes,3
3D9DB2F33,0,Insurance policies,Insurance policies,,Versekeringsbeleid,3D9DB2F3,Notes3,3
4FA3CD633,0,Insurance policy details,Insurance policy details,,Versekeringsbeleidsbesonderhede,4FA3CD63,Notes3,3
D1F650183,0,Indemnity payments received,Indemnity payments received,,Versekeringsbetaling ontvang,D1F65018,ITR14,3
E4F927543,0,Insurer 1,Insurer 1,,Versekeringsmaatskappy 1,E4F92754,Notes3,3
8C6739443,0,Insurer 3,Insurer 3,,Versekeringsmaatskappy 3,8C673944,Notes3,3
1ED646453,0,Insurance proceeds received,Insurance proceeds received,,Versekeringsopbrengste ontvang,1ED64645,ITR14,3
CCBD63933,0,Insurance premium in respect of rehabilitation obligations (s37A),Insurance premium in respect of rehabilitation obligations (s37A),,Versekeringspremie ten opsigte van rehabilitasieverpligtinge (s37A),CCBD6393,ITR14,3
1D47319F3,0,Provided,Provided,,Verskaf,1D47319F,Directors,3
2E46D9893,0,Provide additional details as required,Provide additional details as required,,Verskaf addisionele besonderhede soos vereis.,2E46D989,Notes2,3
C83695483,0,Please provide descriptions relating to other expenses listed above,Please provide descriptions relating to other expenses listed above,,Verskaf asseblief beskrywings met betrekking tot die ander uitgawes wat hierbo genoem is.,C8369548,ITR14,3
C382DA183,0,Please provide descriptions relating to other current assets listed above,Please provide descriptions relating to other current assets listed above,,Verskaf asseblief beskrywings wat verband hou met ander huidige bates wat hierbo genoem is.,C382DA18,ITR14,3
3C3DA67E3,0,Please provide descriptions relating to other current liabilities listed above,Please provide descriptions relating to other current liabilities listed above,,Verskaf asseblief beskrywings wat verband hou met ander huidige verpligtinge wat hierbo genoem word.,3C3DA67E,ITR14,3
3C6B2DA53,0,Please provide descriptions relating to other income listed above,Please provide descriptions relating to other income listed above,,Verskaf asseblief beskrywings wat verband hou met ander inkomste wat hierbo genoem word.,3C6B2DA5,ITR14,3
F0A19CBE3,0,Please provide descriptions relating to other capital and reserves (credit balances) listed above,Please provide descriptions relating to other capital and reserves (credit balances) listed above,,Verskaf asseblief beskrywings wat verband hou met ander kapitaal en oortollige reserwes (kredietbalanse) wat hierbo vermeld is.,F0A19CBE,ITR14,3
8B3523D13,0,Please provide descriptions relating to other non-current assets listed above,Please provide descriptions relating to other non-current assets listed above,,Verskaf asseblief beskrywings wat verband hou met ander nie-huidige bates wat hierbo genoem word.,8B3523D1,ITR14,3
8CE754323,0,Please provide descriptions relating to other non-current liabilities listed above,Please provide descriptions relating to other non-current liabilities listed above,,Verskaf asseblief beskrywings wat verband hou met ander nie-huidige verpligtinge hierbo vermeld.,8CE75432,ITR14,3
6DD661C33,0,Please provide descriptions relating to other listed above,Please provide descriptions relating to other listed above,,Verskaf asseblief beskrywings wat verband hou met ander wat hierbo genoem word.,6DD661C3,ITR14,3
A3DBFBC13,0,Please provide descriptions relating to other capital and reserves listed above,Please provide descriptions relating to other capital and reserves listed above,,Verskaf asseblief beskrywings wat verband hou met die ander kapitaal en reserves wat hierbo genoem word.,A3DBFBC1,ITR14,3
A11228613,0,Provide detail,Provide detail,,Verskaf besonderhede,A1122861,Notes3,3
DCD39C783,0,Provide details as required,Provide details as required,,Verskaf besonderhede soos benodig.,DCD39C78,Secretary,3
DF87151F3,0,[Provide details of the loan classified as a current liability],[Provide details of the loan classified as a current liability],,Verskaf besonderhede van die lening wat geklassifiseer word as 'n huidige verpligting.,DF87151F,Notes3,3
1FF631DB3,0,"Provide details of any amount set aside or proposed to be set aside to, or withdrawn or proposed to be withdrawn from, reserves,","Provide details of any amount set aside or proposed to be set aside to, or withdrawn or proposed to be withdrawn from, reserves,",,"Verskaf besonderhede van enige bedrag wat apart gesit word of voorgestel word om apart gesit te word vir, of onttrek word of voorgestel word om onttrek te word uit, reserwes.",1FF631DB,Directors,3
B6D949E63,0,"Provide a general description of the type of plan, including funding policy.","Provide a general description of the type of plan, including funding policy.",,"Verskaf 'n algemene beskrywing van die tipe plan, insluitend die befondsingsbeleid.",B6D949E6,Notes2,3
D58DC2D97,0,Provide narrative description of biological assets that distinguishes between consumable and bearer biological assets and between biological assets held for sale and those held for distribution at no charge or for a nominal charge.,Provide narrative description of biological assets that distinguishes between consumable and bearer biological assets and between biological assets held for sale and those held for distribution at no charge or for a nominal charge.,,"Verskaf 'n beskrywing van biologiese bates wat onderskeid maak tussen verbruikbare en draende biologiese bates, asook tussen biologiese bates wat gehou word vir verkoop en dié wat gratis of teen 'n nominale koste versprei word.",D58DC2D9,Notes,7
5C90E3CE11,0,Provide a description of how the transaction would be settled e.g. in cash or issuing of Type A ordinary shares,Provide a description of how the transaction would be settled e.g. in cash or issuing of Type A ordinary shares,,"Verskaf 'n beskrywing van hoe die transaksie afgehandel sou word, byvoorbeeld deur kontant of deur die uitreiking van Tipe A gewone aandele.",5C90E3CE,Notes3,11
F363209B3,0,Present a summary statement of changes in equity,Present a summary statement of changes in equity,,Verskaf 'n opsommingsverklaring van veranderinge in eienaarsbelang.,F363209B,SoCI,3
1DA23C173,0,Provided only for cash flow information,Provided only for cash flow information,,Verskaf slegs vir kontantvloei-inligting.,1DA23C17,Notes2,3
D330D9413,0,Rendering of services,Rendering of services,,Verskaffing van dienste,D330D941,Notes3,3
B9D580323,0,Sundry income,Sundry income,,Verskeie inkomste,B9D58032,Notes3,3
A1793F0E3,0,Difference,Difference,,Verskil,A1793F0E,SoCI,3
CE98D1633,0,Difference - SoFP,Difference - SoFP,,Verskil - SoFP,CE98D163,TaxCalc,3
F7A2D14D3,0,Difference - SoCI,Difference - SoCI,,Verskil - Sosiale Kulturele Identiteit,F7A2D14D,TaxCalc,3
8AA8CA773,0,Difference between carrying amount of div. payable and carrying amount of non-cash assets distributed,Difference between carrying amount of div. payable and carrying amount of non-cash assets distributed,,Verskil tussen draende bedrag van dividend betaalbaar en draende bedrag van nie-kontant bates uitgedeel.,8AA8CA77,Notes3,3
BA097E5715,0,Differences,Differences,,Verskille,BA097E57,Notes,15
B752A4533,0,* Apologies received,* Apologies received,,Verskoning ontvang,B752A453,Committee,3
F08641253,0,Report on Other Legal and Regulatory Requirements,Report on Other Legal and Regulatory Requirements,,Verslag oor Ander Wettige en Regulerende Vereistes,F0864125,ReportReview,3
4C446D9E3,0,Report of the Independent Reviewer,Report of the Independent Reviewer,,Verslag van die Onafhanklike Hersienaar,4C446D9E,Index,3
C53F20823,0,Report of the Audit Committee,Report of the Audit Committee,,Verslag van die Ouditkomitee,C53F2082,Index,3
C7DF5C3E3,0,Report of the Accounting Officer,Report of the Accounting Officer,,Verslag van die Rekeningkundige Beampte,C7DF5C3E,Index,3
7CBAE4013,0,Report of the Compiler,Report of the Compiler,,Verslag van die samesteller,7CBAE401,Index,3
3E73DFC13,0,Wear and tear allowance (s11(e)),Wear and tear allowance (s11(e)),,Verslytingstoelaag (s11(e)),3E73DFC1,TaxCalc,3
6F5F29B03,0,Reconciliation of changes in intangible assets,Reconciliation of changes in intangible assets,,Versoen van veranderinge in immateriële bates,6F5F29B0,Notes,3
EEB30A153,0,Reconciliation of deferred tax movements,Reconciliation of deferred tax movements,,Versoenbaarheid van uitgestelde belastingbewegings,EEB30A15,Notes,3
EE1F8BEC3,0,Reconciliation of changes in biological assets,Reconciliation of changes in biological assets,,Versoening van veranderinge in biologiese bates,EE1F8BEC,Notes,3
C822E5DC3,0,Reconciliations of distributions on detailed income statement 1 to 5,Reconciliations of distributions on detailed income statement 1 to 5,,Versoenings van verspreidings op gedetailleerde inkomstestaat 1 tot 5.,C822E5DC,Status,3
D0772B833,0,Distributable reserves (excl. retained profit / accumulated loss),Distributable reserves (excl. retained profit / accumulated loss),,Verspreibare oortollige reserwes (uitgesluit behoue wins / aangehoue verlies),D0772B83,ITR14,3
AD4A0ECA3,0,Distributions,Distributions,,Verspreidings,AD4A0ECA,Notes2,3
C1F1DAD93,0,Distributions to natural persons and other trusts (conduit),Distributions to natural persons and other trusts (conduit),,Verspreidings aan natuurlike persone en ander trusts (deurvoer),C1F1DAD9,TaxCalc,3
D301CE443,0,Distributions received,Distributions received,,Verspreidings ontvang.,D301CE44,SoCI,3
7A86770C3,0,Distributions awarded,Distributions awarded,,Verspreidings toegeken.,7A86770C,SoCI,3
0AB04D9D3,0,Distribution costs,Distribution costs,,Verspreidingskoste,0AB04D9D,SoCI,3
FF0B19363,0,Distribution costs comprise:,Distribution costs comprise:,,Verspreidingskoste bestaan uit:,FF0B1936,Notes3,3
0010B1793,0,Impairments and reversals - non-cash assets pledged as security,Impairments and reversals - non-cash assets pledged as security,,Versteurings en omkeringe - nie-kontant bates wat as sekuriteit belowe word.,0010B179,DetailedIS,3
F9A5CA373,0,Trust capital,Trust capital,,Vertroue kapitaal,F9A5CA37,SoFP,3
B283920D3,0,Trust capital account,Trust capital account,,Vertroue kapitaalrekening,B283920D,Notes2,3
B32985694,1,"Confidentiality – a duty to respect the confidentiality of information acquired as a result of professional and business relationships and, therefore, not disclose any such information to third parties without proper and specific authority, unless there is a legal or professional right or duty to disclose, nor use the information for the personal advantage of the chartered accountant or third parties.","Confidentiality – a duty to respect the confidentiality of information acquired as a result of professional and business relationships and, therefore, not disclose any such information to third parties without proper and specific authority, unless there is a legal or professional right or duty to disclose, nor use the information for the personal advantage of the chartered accountant or third parties.",,"Vertroulikheid - 'n plig om die vertroulikheid van inligting wat verkry is as gevolg van professionele en besigheidsverhoudings te respekteer en gevolglik geen sulke inligting aan derde partye bekend te maak sonder behoorlike en spesifieke magtiging, tensy daar 'n wettige of professionele reg of plig is om dit bekend te maak, en ook nie die inligting te gebruik vir persoonlike voordeel van die geoktrooieerde rekenmeester of derde partye nie.",B3298569,ReportSAICA,4
6B86C0A33,0,"Manufacturers, hotel keepers, aircraft, ship, storage and packing of agricultural products deduction (s12C)","Manufacturers, hotel keepers, aircraft, ship, storage and packing of agricultural products deduction (s12C)",,"Vervaardigers, hotelbestuurders, vliegtuie, skipe, stoor- en verpakkingskoste vir landbouprodukte aftrek (s12C)",6B86C0A3,ITR14,3
00BD15D83,0,Manufacturing expenses,Manufacturing expenses,,Vervaardigingsuitgawes,00BD15D8,DetailedIS,3
B8E03C5B3,0,Manufacturing Statement,Manufacturing Statement,,Vervaardigingsverklaring,B8E03C5B,Index,3
DF043DA83,0,Expired during the period,Expired during the period,,Verval gedurende die tydperk,DF043DA8,Notes3,3
0A6B3DFB11,0,Expiry date,Expiry date,,Vervaldatum,0A6B3DFB,Notes3,11
0DC479AC3,0,Expected rates of salary increases,Expected rates of salary increases,,Verwagte koers van salarisverhogings,0DC479AC,Notes2,3
F296C31D3,0,Expected rates of return on any plan assets,Expected rates of return on any plan assets,,Verwagte opbrengskoerse op enige planbates,F296C31D,Notes2,3
7EACC5203,0,Related party transactions,Related party transactions,,Verwante party transaksies,7EACC520,Notes3,3
0DF6B97E3,0,Related parties,Related parties,,Verwante partye,0DF6B97E,AccPolicies,3
2FCABE9E3,0,Related party transactions and balances,Related party transactions and balances,,Verwante party-transaksies en balanse,2FCABE9E,Notes3,3
0CFD748A3,0,Acquisitions through capital fund,Acquisitions through capital fund,,Verwerwings deur kapitaalfonds,0CFD748A,Notes,3
1B80476C3,0,Disposals,Disposals,,Verwyderings,1B80476C,Notes,3
C8D2ACDC3,0,Refer to management,Refer to management,,Verwys na bestuur.,C8D2ACDC,Notes,3
6F55DE5D3,0,Refer to employees,Refer to employees,,Verwys na werknemers.,6F55DE5D,Notes,3
EDE550C83,0,Vested capital comprises:,Vested capital comprises:,,Vestede kapitaal bestaan uit:,EDE550C8,Notes2,3
CEB1797F3,0,"Settlement on the formation of the trust, per the trust deed","Settlement on the formation of the trust, per the trust deed",,"Vestiging op die totstandkoming van die vertroue, volgens die vertrouensakte.",CEB1797F,Notes2,3
FD821A7513,0,Vesting conditions,Vesting conditions,,Vestingsvoorwaardes,FD821A75,Notes3,13
A5A420665,0,Square Meter,Square Meter,,Vierkante meter,A5A42066,Levy,5
9DB65E933,1,"For equity-settled share-based payment arrangements, an entity shall disclose information about how it measured the fair value of goods or services received or the value of the equity instruments granted. If a valuation methodology was used, the entity shall disclose the method and its reason for choosing it. ","For equity-settled share-based payment arrangements, an entity shall disclose information about how it measured the fair value of goods or services received or the value of the equity instruments granted. If a valuation methodology was used, the entity shall disclose the method and its reason for choosing it. ",,"Vir aandele-gebaseerde betalingsreëlings wat aan die beginsel van billikheid onderhewig is, moet 'n entiteit inligting verskaf oor hoe die billike waarde van goedere of dienste wat ontvang is, of die waarde van die aandele-instrumente wat verleen is, gemeet is. As 'n waardasiemetodologie gebruik is, moet die entiteit die metode en die rede vir die keuse daarvan openbaar maak.",9DB65E93,Notes3,3
B210C2BA3,0,"For additional detail, please expand this grouping.","For additional detail, please expand this grouping.",,"Vir aanvullende besonderhede, brei hierdie groepering asseblief uit.",B210C2BA,Directors,3
5F0DF3B83,1,"For the purposes of the current reporting period, ended 29 February 2020, management has assessed the COVID-19 global pandemic and related impacts on the Group's operations as being a non-adjusting post-balance sheet event, based on key events occurring after the Group's reporting date. These key events include the timing of the declaration of COVID-19 as a global pandemic by the World Health Organisation on 11 March 2020, as well as the announcement of COVID-19 related lockdowns directed by the Governments of key geographies in which the Group operates, commencing on 20 March 2020 in the UK and later in other trading markets. These key events occurred post the Group's reporting date, being 29 February 2020.","For the purposes of the current reporting period, ended 29 February 2020, management has assessed the COVID-19 global pandemic and related impacts on the Group's operations as being a non-adjusting post-balance sheet event, based on key events occurring after the Group's reporting date. These key events include the timing of the declaration of COVID-19 as a global pandemic by the World Health Organisation on 11 March 2020, as well as the announcement of COVID-19 related lockdowns directed by the Governments of key geographies in which the Group operates, commencing on 20 March 2020 in the UK and later in other trading markets. These key events occurred post the Group's reporting date, being 29 February 2020.",,"Vir die doeleindes van die huidige verslagperiode, wat op 29 Februarie 2020 geëindig het, het die bestuur die COVID-19-wêreldpandemie en die verwante impakte op die Groep se bedrywighede geassesseer as 'n nie-aanpasbare gebeurtenis ná balansdatum, gebaseer op sleutelgebeure wat plaasgevind het ná die Groep se verslagdatum. Hierdie sleutelgebeure sluit in die tydsberekening van die verklaring van COVID-19 as 'n wêreldpandemie deur die Wêreldgesondheidsorganisasie op 11 Maart 2020, sowel as die aankondiging van COVID-19-verwante inperkings wat deur die regerings van sleutelgebiede waarin die Groep bedryf, begin op 20 Maart 2020 in die VK en later in ander handelsmarkte. Hierdie sleutelgebeure het plaasgevind ná die Groep se verslagdatum, wat 29 Februarie 2020 was.",5F0DF3B8,AccPolicies,3
D083BBDF3,1,"For the duration of the various lockdowns across our trading markets in SA, AME, the UK and Republic of Ireland, the Group did not generate material revenue; accordingly, the Group’s earnings for the financial year ending 28 February 2021 are expected to be negatively impacted. In light of the general uncertainty related to the macro-economic impact of the pandemic, it is not possible to quantify with accuracy the full impact of the pandemic on the business.","For the duration of the various lockdowns across our trading markets in SA, AME, the UK and Republic of Ireland, the Group did not generate material revenue; accordingly, the Group’s earnings for the financial year ending 28 February 2021 are expected to be negatively impacted. In light of the general uncertainty related to the macro-economic impact of the pandemic, it is not possible to quantify with accuracy the full impact of the pandemic on the business.",,"Vir die duur van die verskillende inperkings in ons handelsmarkte in SA, AME, die VK en die Republiek van Ierland, het die Groep nie materiële inkomste gegenereer nie; gevolglik sal die Groep se verdienste vir die finansiële jaar wat op 28 Februarie 2021 eindig, negatief beïnvloed word. In die lig van die algemene onsekerheid rakende die makro-ekonomiese impak van die pandemie, is dit nie moontlik om die volle impak van die pandemie op die besigheid akkuraat te kwantifiseer nie.",D083BBDF,Notes3,3
3E27C63B3,0,"For each category of other long-term benefits that an entity provides to its employees, the entity shall disclose the nature of the benefit, the amount of its obligation and the extent of funding at the reporting date.","For each category of other long-term benefits that an entity provides to its employees, the entity shall disclose the nature of the benefit, the amount of its obligation and the extent of funding at the reporting date.",,"Vir elke kategorie van ander langtermynvoordele wat 'n entiteit aan sy werknemers verskaf, moet die entiteit die aard van die voordeel, die bedrag van sy verpligting en die mate van befondsing op die verslagdatum openbaar maak.",3E27C63B,Notes2,3
EAEC89363,1,"For each category of termination benefits that an entity provides to its employees, the entity shall disclose the nature of the benefit and the amount of its obligation and the extent of funding at the reporting date. When there is uncertainty about the number of employees who will accept an offer of termination benefits, a contingent liability exists. Section 21 Provisions and Contingencies requires an entity to disclose information about its contingent liabilities unless the possibility of an outflow in settlement is remote.","For each category of termination benefits that an entity provides to its employees, the entity shall disclose the nature of the benefit and the amount of its obligation and the extent of funding at the reporting date. When there is uncertainty about the number of employees who will accept an offer of termination benefits, a contingent liability exists. Section 21 Provisions and Contingencies requires an entity to disclose information about its contingent liabilities unless the possibility of an outflow in settlement is remote.",,"Vir elke kategorie van beëindigingsvoordele wat 'n entiteit aan sy werknemers verskaf, moet die entiteit die aard van die voordeel, die bedrag van sy verpligting en die mate van befondsing op die verslagdatum openbaar maak. Wanneer daar onsekerheid is oor die aantal werknemers wat 'n aanbod van beëindigingsvoordele sal aanvaar, bestaan 'n kontingente verpligting. Artikel 21 Bepalings en Kontingente Verpligtinge vereis dat 'n entiteit inligting oor sy kontingente verpligtinge openbaar, tensy die moontlikheid van 'n uitstroom in skikking afgeleë is.",EAEC8936,Notes2,3
DAC4F8E03,0,"For cash-settled share-based payment arrangements, an entity shall disclose information about how the liability was measured. ","For cash-settled share-based payment arrangements, an entity shall disclose information about how the liability was measured. ",,Vir kontant-vereffende aandele-gebaseerde betalingsreëlings moet 'n entiteit inligting openbaar maak oor hoe die verpligting gemeet is.,DAC4F8E0,Notes3,3
C37CC3413,0,For further information regarding the adjusted amounts please refer to note xxx,For further information regarding the adjusted amounts please refer to note xxx,,"Vir verdere inligting aangaande die aangepaste bedrae, verwys asseblief na nota xxx.",C37CC341,Notes3,3
6A7D6E623,0,"For further information, please refer to our Retained Income video","For further information, please refer to our Retained Income video",,"Vir verdere inligting, verwys asseblief na ons Behoude Inkomste video.",6A7D6E62,Status,3
B6270AEC3,0,Level of assurance paragraphs,Level of assurance paragraphs,,Vlak van versekering paragrawe,B6270AEC,ManInfo,3
CFD70AB53,0,Liquidity and solvency,Liquidity and solvency,,Vloeibaarheid en solventheid,CFD70AB5,Directors,3
E54E36FE3,0,Liquidity Ratios,Liquidity Ratios,,Vloeibaarheidsverhoudings,E54E36FE,Ratios,3
BFF369BF3,0,Liquid assets (current assets less inventories ) ÷ Current liabilities = Acid-test ratio,Liquid assets (current assets less inventories ) ÷ Current liabilities = Acid-test ratio,,Vloeibare bates (huidige bates minus voorraad) ÷ Huidige skulde = Suringstoets verhouding,BFF369BF,Ratios,3
1B2528017,0,Insert details,Insert details,,Voeg besonderhede by,1B252801,Notes3,7
B91B079E3,0,Add details as required.,Add details as required.,,Voeg besonderhede by soos nodig.,B91B079E,AccPolicies,3
B5F39D283,0,Add: Inventory adjustments (Previous year stock provision reversed),Add: Inventory adjustments (Previous year stock provision reversed),,Voeg by: Inventaar aanpassings (Vorige jaar voorraadvoorsiening teruggedraai),B5F39D28,ITR14,3
A6EC57193,0,Add: Rebates,Add: Rebates,,Voeg by: Rabatte,A6EC5719,ITR14,3
